grab_ID,bestattungs_ID,grabnr_literatur,anzahl_bestattungen,laenge_grabgrube,breite_grabgrube,tiefe_grabgrube,grabbau,stoerung/erhaltung,biologisches_geschlecht,alter,lage,orientierung,blickrichtung,traumata/pathologien,datierung,C-14,ocker,bemerkungen,fundauffuehrung,beil,pfeil,dolch,speer,spitze,pfriem_ahle_nadel,wildschweinhauer,netzsenker,kernstein,abschlag,kratzer,rueckenmesser,stichel,lamelle,klinge,mikrolith,stein,zahn_Elch,zahn_Wildschwein,zahn_Hirsch_Reh,zahn_Ur,zahn_Pferd,zahn_Hund,zahn_Kleinsaeuger,zahn_Mensch,zahn_Baer,zahn_unbestimmt,knochen_Vogel,knochen_Bieber,knochen_unbestimmt,hufe,figur,schildkroetenpanzer
60,74,Grab 76,1,2.2,0.5,0.75,Steinpackung an beiden Schmalseiten,,w,erwachsen,Rueckenstrecker,SO-NW,NO,,Spaetmesolithikum,6900+/-75BP,viel,,15xZahn (Schneidezahn durchlocht Elch; 7xSchneidezahn durchlocht Wildschwein; 7x durchlochtHirsch/Reh),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
61,75,Grab 77,1,,0.4,0.35,,wenig gestoert,unbest,erwachsen,Rueckenstrecker,NO-SW,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,76,Grab 78,1,,0.3,0.33,Schwarze Flecken an der Schmalseite,strak gestoert,unbest,infans,Rueckenstrecker,SW-NO,,,Spaetmesolithikum,,viel,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,77,Grab 79,1(?),1.25,0.5,0.4,,,unbest,infans,,,,,,,wenig,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,78,Grab 80,1(?),1.2,0.35,0.3,,,unbest,infans,,,,,,,wenig,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,79,Grab 82,1,1.7,0.5,0.4,,,unbest,erwachsen,Rueckenstrecker,S-N,,,,,,,2xAbschlag (Gebrauchsspuren; kalziniert),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,80,Grab 83,1,1.1,0.35,0.5,,teilweise gestoert,unbest,infans,Rueckenstrecker,SW-NO,,,Spaetmesolithikum,,viel,,12 Zahn (3xSchneidezahn durchlocht Elch; 2xElch; Schneidezahn durchlocht Wildschwein; 6xWildschwein); 2x Knochen (agbesaeger Vogel; Vogel),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
67,81,Grab 84,1,,0.6,0.3,,teilweise gestoert,unbest,erwachsen,Rueckenstrecker,S-N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,82,Grab 85,2,1.9,0.55,0.6,an den Seiten und in der Mitte kleine Steine,strak gestoert,unbest,erwachsen,Rueckenstrecker,S-N,,Kindsbetttod,Fruehneolithikum,6460+/-60BP,mittel,,Feuerstein (Gebrauchsspuren; retuschiert; kalziniert),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,83,Grab 85a,2,1.9,0.55,0.6,an den Seiten und in der Mitte kleine Steine,,unbest,infans,,S-N,,Kindsbetttod,Fruehneolithikum,6460+/-60BP,mittel,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,84,Grab 86,1,1.5,0.55,0.8,Steine an 3 Seiten des Grabs (in 0;6m Tiefe),,unbest,infans,Rueckenstrecker,S-N,O,,,,viel,,23xZahn (14x Schneidezahn durchlocht Elch; 3xSchneidezahn durchlocht Wildschwein; Wildschwein; 4xPferd; Hirsch/Reh),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0
70,85,Grab 87,1(?),1,0.4,0.3,,,unbest,infans,,,,,,,wenig,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,86,Grab 89,1,,,,,teilweise gestoert,unbest,erwachsen,,,,,Fruehneolithikum,6415+/-100BP,,,2xZahn (2xSchneidezahn gekerbt Wildschwein),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,87,Grab 90,3,,,0.28,,wenig gestoert,unbest,erwachsen,Bauchstrecker,ONO-WSW,,,,,,,2xAbschlag,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,88,Grab 91,3,,,0.38,,strak gestoert,unbest,erwachsen,Rueckenstrecker,S-N,,,,,wenig,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,89,Grab 92,3,,,0.48,,teilweise gestoert,unbest,erwachsen,Rueckenstrecker,NNW-SSO,W,,,,wenig,,Panzer einer Schildkroete; 12xZahn (3xSchneidezahn durchlocht Elch; 5xSchneidezahn durchlocht Wildschwein; 4x durchlocht Hirsch/Reh); 4xKnochen (3xBiber; unbestimmt),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,3,1,0,0,1
73,90,Grab 93,1,2,0.6,0.63,Steine entlang der Laengsseite,,unbest,erwachsen,Rueckenstrecker,SW-NO,N,,Fruehneolithikum,,mittel,,Knochenspeer; 23xZahn ( Backenzahn gespaltet Elch; Schneidezahn gekerbt Elch; Schneidezahn durchlocht Elch; Elch; 8x Schneidezahn gekerbt Wildschwein; Schneidezahn durchlocht Wildschwein; 3xPferd; 7x Hirsch/Reh); 8xKnochen (5xBiber; 3xVogelknochen),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,0,3,0,0,0,0,0,3,5,0,0,0,0
74,91,Grab 94,1,2,0.3,0.3,,,unbest,erwachsen,,,,,,,Grabfuellung,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,92,Grab 95,1,2.1,0.5,0.85,3 Steine am Suedende des Grabes,,unbest,erwachsen,Rueckenstrecker,S-N,W,,Spaetmesolithikum,,viel,,Klinge (beidkanitig lateralretuschiert); Abschlag; Wildschweinhauer (Bearbeitungsspuren); Knochen (geschliffen Bohrstellen unbestimmt),0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
76,93,Grab 96,1,2,0.6,0.58,,,m,erwachsen,Rueckenstrecker,W-O,NNO,,,,partiell Kopf,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,94,Grab 97,1,1.8,0.6,0.65,Steinschicht,,unbest,erwachsen,Rueckenstrecker,NNO-SSW,S,,,,wenig,,Stein (klein rund),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,95,Grab 98,1,1,0.35,,Stein am am noerdlichen Ende,,unbest,infans,Rueckenstrecker,SO-NW,,,,,wenig,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,96,Grab 99,1,1,0.3,0.33,2 Steine neben dem Kopf; Stein am Bein,,unbest,infans,Rueckenstrecker,S-N,,,,,wenig,,Abschlag (Quarz),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,97,Grab 100,1,1.5,0.55,0.55,3 Steine bedecken Kopf; Steinlage mit klienen Steinen; in der Mitte und am Rand mehrere groeßere Steine,,unbest,juvenil,Rueckenstrecker,NO-SW,,,Spaetmesolithikum,,partiell Beine,,Kernstein; 3xAbschlag (1xGebrauchsspuren; 2xunbearbeitet); 72xZahn (Schneidezahn gekerbt Elch; 7xSchneidezahn gelocht Elch; 27xElch; 2xSchneidezahn gekerbt Wildschwein; 13xSchneidezahn durchlocht Wildschwein; 8xWildschwein; 7xPferd; 4xUr; 3xHirsch/Reh); Figur (Anhaenger durchlocht Vogelfigur),0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,35,23,3,4,7,0,0,0,0,0,0,0,0,0,1,0
81,98,Grab 101,2,1.9,1.2,0.33,Stein am Kopf; Stein rechte Hand; kleine Steine linke Hand/Thorax/Becken,teilweise gestoert,unbest,erwachsen,Rueckenstrecker,S-N,NNW,,,,wenig,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,99,Grab 102,2,1.9,1.2,0.33,großer Stein ueber Kopf; kleine Steine ueber rechter und linker Schulter,teilweise gestoert,unbest,erwachsen,,S-N,NNW,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,100,Grab 103,1(?),1.2,0.4,0.48,,,unbest,infans,,,,,,,mittel,,Zahn (unbestimmt),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83,101,Grab 104,1,,0.43,0.5,,teilweise gestoert,unbest,erwachsen,Rueckenstrecker,SW-NO,,,,,partiell Beine,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,102,Grab 106,1,2,0.45,0.5,,teilweise gestoert,unbest,erwachsen,Rueckenstrecker,S-N,,,,,,,2xAbschlag (1xfein retuschiert; 1xunbearbeitet); 4xZahn (Schneidezahn durchlocht Elch; Elch; Schneidezahn durchlocht Wildschwein; Wildschwein),0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,103,Grab 107,1(?),0.9,0.4,0.3,2 Steine am NO ende; 2 Steine in Einfuellung,,unbest,infans,,,,,,,mittel,,Kernstein ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,104,Grab 108,1,1,0.4,0.4,Stein am Kopf,,unbest,infans,linker strecker,SW-NO,NW,,,,mittel,,19xZahn (6xSchneidezahn gekerbt Elch; 8xSchneidezahn gekerbt Wildschwein; 3xSchneidezahn durchlocht Wildschwein; Wildschwein),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,105,Grab 109,1,,,,,strak gestoert,unbest,erwachsen,,,,,,,wenig,,Abschlag ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,106,Grab 110,1,,0.5,0.43,Steinreihe am Suedende (z.T ueber Fueßen,,unbest,infans,Rueckenstrecker,N-S,,,,,partiell Beine,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,107,Grab 111,1,,0.45,0.33,,strak gestoert,unbest,erwachsen,Rueckenstrecker,N-S,,,,,mittel,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,108,Grab 113,1,,0.5,0.33,,strak gestoert,unbest,erwachsen,,S-N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,109,Grab 114,1,1.8,0.5,0.55,Steinsetzung (Halbkreis) ueber Beinen ,,m,adult,Rueckenstrecker,S-N,W,,Fruehneolithikum,,viel,,Rueckenmesser; Klinge (zwei laterale Kerben); Abschlag (Gebrauchsspuren); 82xZahn ( 17xSchneidezahn durchlocht Elch; 15xElch; 3xSchneidezahn durchlocht Wildschwein; 9xWildschwein; 14xUr; 21xHirsch/Reh; 2xHund; Mensch); Knochen (Biber),0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,32,12,21,14,0,2,0,1,0,0,0,1,0,0,0,0
92,110,Grab 115,1,,,0.2,,,m,erwachsen,Rueckenstrecker,S-N,W,,,,,,18xZahn (9xSchneidezahn durchlocht Elch; 7xSchneidezahn durchlocht Wildschwein; 2xdurchlocht Pferd),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0
93,111,Grab 116,1,,0.15,0.33,,strak gestoert,unbest,infans,Rueckenstrecker,S-N,,,Fruehneolithikum,,mittel,,13xZahn (7xSchneidezahn durchlocht Elch; 2xElch; 4xSchneidezahn durchlocht Wildschwein),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,112,Grab 117,1,0.75,0.3,0.33,,,unbest,infans,Rueckenstrecker,S-N,,,,,mittel,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,113,Grab 118,1,1,0.4,0.42,mehrere Steine in Einfuellung,,unbest,infans,,,,,Fruehneolithikum,,mittel,,2xAbschlag,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,114,Grab 119,1,1.5,0.45,0.6,Steinstezung,,unbest,infans,Rueckenstrecker,S-N,ONO,,Fruehneolithikum,,viel,,Lamelle (Gebrauchsspuren),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,115,Grab 120,1,,0.6,0.28,,teilweise gestoert,m,erwachsen,Rueckenstrecker,S-N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,116,Grab 121,1,1.8,0.5,0.33,,,w,erwachsen,Rueckenstrecker,S-N,W,,Fruehneolithikum,6145+/-80BP,viel,,Kratzer (kurz); Stein (rund geschliffen); 82xZahn (25xSchneidezahn durchlocht Elch; Elch; Schneidezahn gekerbt Wildschwein; 15xSchneidezahn durchlocht Wildschwein; 30xHirsch/Reh; 10xHund); 5xKnochen (durchbohrt Tierphalange; 2xBiber; 2xVogel); Figur (Stein Tierdarstellung),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26,16,30,0,0,10,0,0,0,0,2,2,1,0,1,0
99,117,Grab 122,2,1.9,0.6,0.6,Schaedel bis Becken mit Steinen bedeckt,,m,erwachsen,Rueckenstrecker,SSW-NNO,NNO,,Fruehneolithikum,6395+/-75BP,viel,Zuordung der Funde zu Bestattung nicht moeglich,339xZahn (99x Schneidezahn durchbohrt Elch; 7xElch; 2xSchneidezahn gekerbt Wildschwein; 91xSchneidezahn durchlocht Wildschwein; 20xWildschwein; 2xPferd; 79xHirsch/Reh; 5xKleinsaeuger (Raubtier); 34xHund); Knochen (Biber),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,113,79,0,2,34,5,0,0,0,0,1,0,0,0,0
99,118,Grab 123,2,1.9,0.6,0.6,Schaedel bis Thorax mit Steinen bedeckt,,unbest,infans,,SSW-NNO,NNO,,Fruehneolithikum,,viel,Zuordung der Funde zu Bestattung nicht moeglich,339xZahn (99x Schneidezahn durchbohrt Elch; 7xElch; 2xSchneidezahn gekerbt Wildschwein; 91xSchneidezahn durchlocht Wildschwein; 20xWildschwein; 2xPferd; 79xHirsch/Reh; 5xKleinsaeuger (Raubtier); 34xHund); Knochen (Biber),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,113,79,0,2,34,5,0,0,0,0,1,0,0,0,0
100,119,Grab 124,1,,0.6,0.5,,teilweise gestoert,m,erwachsen,Rueckenstrecker,SW-NO,,,,,partiell Beine,,7xZahn (Schneidezahn durchlocht Elch; Schneidezahn durchlocht Wildschwein; 4xdurchlocht Hirsch/Reh; Kleinsaeuger (Raubtier),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0
101,120,Grab 125,1,"1,3d",,0.4,,strak gestoert,unbest,erwachsen,,,,,,,,,Netzsenker (Quarzit); Schleifstein; Knochengeraet (verbrannt); 4xZahn (4xSchneidezahn durchlocht Elch),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,121,Grab 126,1,2.1,1.1,0.3,einige Steine in Einfuellung,,unbest,erwachsen,,,,,Fruehneolithikum,,wenig,,56xZahn ( 18xSchneidezahn durchlocht Elch; 4xElch; 10xSchneidezahn durchlocht Wildschwein; 12xWildschein; 12xHirsch/Reh),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0
103,122,Grab 127,1,1.5,0.6,0.43,,,w,erwachsen,Rueckenstrecker,SW-NO,N,,Fruehneolithikum,,viel,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,123,Grab 128,1,1,0.4,0.28,,,unbest,infans,Rueckenstrecker,S-N,,,Fruehneolithikum,,viel,,Klinge (Gebrauchspuren); Abschlag; 92xZahn (19xSchneidezah drurchlocht Elch; 8xSchneidezahn durchlocht Wildschwein; 59xdurchlocht Hirsch/Reh; 4xdurchlocht Kleinsaeuger (Raubtier); 2xHund); 13xKnochen (13xBiber),0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19,8,59,0,0,2,4,0,0,0,0,13,0,0,0,0
105,124,Grab 129,1,,0.5,0.23,,strak gestoert,unbest,erwachsen,,W-O,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,125,Grab 130,1,1.5,0.6,0.35,,strak gestoert,m,adult,,,,,,,mittel,,20xZahn (6xSchneidezahn durchlocht Elch; 13xSchneidezahn durchlocht Wildschwein; durchlocht Wildschwein),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,126,Grab 131,1,,,0.18,,strak gestoert,unbest,erwachsen,,W-O,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,127,Grab 132,2,1.5,0.6,0.5,Steinsetzung,teilweise gestoert,m,erwachsen,Rueckenstrecker,SSW-NNO,NNO,,Fruehneolithikum,,partiell Kopf,Zuordung der Funde zu Bestattung nicht moeglich,75xZahn (15xSchneidezahn durchlocht Elch; 16xdurchlocht Elch; 20xSchneidezahn durchlocht Wildschwein; 7xdurchlocht Wildschwein; 14xdurchlocht Hirsch/Reh; 3xdurchlocht Hund); 5xKnochen (5xBiber),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,14,0,0,3,0,0,0,0,0,5,0,0,0,0
108,128,Grab 132a,2,1.5,0.6,0.5,Steinsetzung,teilweise gestoert,unbest,neonatus,,SSW-NNO,,,Fruehneolithikum,,wenig,Zuordung der Funde zu Bestattung nicht moeglich,75xZahn (15xSchneidezahn durchlocht Elch; 16xdurchlocht Elch; 20xSchneidezahn durchlocht Wildschwein; 7xdurchlocht Wildschwein; 14xdurchlocht Hirsch/Reh; 3xdurchlocht Hund); 5xKnochen (5xBiber),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,14,0,0,3,0,0,0,0,0,5,0,0,0,0
109,129,Grab 135,1,2,0.6,0.35,,strak gestoert,unbest,erwachsen,Rueckenstrecker,W-O,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,130,Grab 136,1,,,0.28,,teilweise gestoert,unbest,erwachsen,Rueckenstrecker,N-S,,,,,wenig,,16xZahn (5xSchneidezah durchlocht Elch; 9xSchneidezahn durchlocht Wildschwein; 2xdurchlocht Hund),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0
111,131,Grab 138,1,,0.6,0.55,,wenig gestoert,unbest,erwachsen,Rueckenstrecker,W-O,,,,,,,2xZahn (Schneidezahn durchlocht Elch; Schneidezah durchlocht Wildschwein),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,132,Grab 140,1,1.7,0.5,0.4,,,w,erwachsen,Rueckenstrecker,S-N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,133,Grab 143,1,1,0.5,0.28,,strak gestoert,unbest,infans,,SW-NO,,,,,wenig,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,134,Grab 147,1,2.1,0.5,0.4,2 Steine rechts und links der Grabmitte,teilweise gestoert,unbest,erwachsen,Rueckenstrecker,W-O,,,Fruehneolithikum,,partiell Kopf-Beine,,2xZahn (2xSchneidezahn durchlocht Elch),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,135,Grab 149,2,1.65,0.6,0.35,,,m,erwachsen,Rueckenstrecker,S-N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,136,Grab 149a,2,1.65,0.6,0.35,,,unbest,neonatus,,S-N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,137,Grab 150,1,1.3,1,0.35,,strak gestoert,unbest,erwachsen,,,,,mittleres Mesolithikum,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,138,Grab 151,1,1.1,0.5,0.5,,,unbest,infans,Rueckenstrecker,S-N,,,Spaetmesolithikum,,mittel,,18xZahn (14xSchneidezahn durchlocht Wildschwein; 3xdurchlocht Hirsch/Reh; durchlocht Kleinsaeuger (Raubtier)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,1,0,0,0,0,0,0,0,0,0
117,139,Grab 154,1,2.1,0.5,0.6,Steinpackung am Kopfende; einzelner Stein am Fußende,,m,erwachsen,Rueckenstrecker,W-O,S,,,,partiell Kopf,,Knochen (Vogel),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
118,140,Grab 169,1,,,0.15,,strak gestoert,unbest,infans,Rueckenstrecker,W-O,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,141,Grab 170,1,1.9,0.7,0.3,,,m,erwachsen,Rueckenstrecker,N-S,S,,mittleres Mesolithikum,,viel,,167xZahn (49xSchneidezahn durchlocht Elch; 16xElch; 89xSchneidezahn durchlocht Wildschwein; 9xWildschwein; 4xHirsch/Reh),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,98,4,0,0,0,0,0,0,0,0,0,0,0,0,0
120,142,Grab 171,1,0.9,0.4,0.3,,strak gestoert,unbest,infans,Rueckenstrecker,NO-SW,,,Spaetmesolithikum,,mittel,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,143,Grab 189,1,0.9,0.35,0.55,3 Steine am Fuß,teilweise gestoert,unbest,infans,Rueckenstrecker,NO-SW,,,Spaetmesolithikum,,viel,,51xZahn (3xSchneidezahn durchlocht Elch; 48xdurchlocht Hirsch/Reh),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
122,144,Grab 190,1,1,0.4,0.25,,,unbest,infans,Rueckenstrecker,NNO-SSW,OSO,,Spaetmesolithikum,,mittel,,209xZahn (45xSchneidezahn durchlocht Elch; 3xElch; Schneidezahn gekerbt Wildschwein; 50xSchneidezahn durchlocht Wildschwein; 7xWildschwein; Pferd; 80xHirsch/Reh; 10xKleinsaeuger (Raubtier); 11xHund; Baer); 15xKnochen (4xBiber; 11xVogel),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,58,80,0,1,10,11,0,1,0,11,4,0,0,0,0
123,145,Grab 305,1,,,,,,unbest,erwachsen,Rueckenstrecker,NO-SW,W,,mittleres Mesolithikum,,mittel,,Knochenspitze (gezaehnt),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
